i,j,k,l,spatial(k1),force(k2),k3,k4
0,1,,,.48,5000
1,2,,,.48,5000
2,3,,,.48,5000
3,4,,,.48,5000
4,5,,,.48,5000
5,6,,,.48,5000
6,7,,,.48,5000
7,8,,,.48,5000
8,9,,,.48,5000
9,10,,,.48,5000
10,11,,,.48,5000
11,12,,,.48,5000
12,13,,,.48,5000
13,14,,,.48,5000
14,15,,,.48,5000
15,16,,,.48,5000
16,17,,,.48,5000
17,18,,,.48,5000
18,19,,,.48,5000
19,20,,,.48,5000
20,21,,,.48,5000
21,22,,,.48,5000
22,23,,,.48,5000
23,24,,,.48,5000
24,25,,,.48,5000
25,26,,,.48,5000
26,27,,,.48,5000
27,28,,,.48,5000
28,29,,,.48,5000
29,30,,,.48,5000
30,31,,,.48,5000
31,32,,,.48,5000
32,33,,,.48,5000
33,34,,,.48,5000
34,35,,,.48,5000
35,36,,,.48,5000
36,37,,,.48,5000
37,38,,,.48,5000
38,39,,,.48,5000
39,40,,,.48,5000
40,41,,,.48,5000
41,42,,,.48,5000
42,43,,,.48,5000
43,44,,,.48,5000
44,45,,,.48,5000
0,1,2,,140,30
1,2,3,,140,30
2,3,4,,140,30
3,4,5,,140,30
4,5,6,,140,30
5,6,7,,140,30
6,7,8,,140,30
7,8,9,,140,30
8,9,10,,140,30
9,10,11,,140,30
10,11,12,,140,30
11,12,13,,140,30
12,13,14,,140,30
13,14,15,,140,30
14,15,16,,140,30
15,16,17,,140,30
16,17,18,,140,30
17,18,19,,140,30
18,19,20,,140,30
19,20,21,,140,30
20,21,22,,140,30
21,22,23,,140,30
22,23,24,,140,30
23,24,25,,140,30
24,25,26,,140,30
25,26,27,,140,30
26,27,28,,140,30
27,28,29,,140,30
28,29,30,,140,30
29,30,31,,140,30
30,31,32,,140,30
31,32,33,,140,30
32,33,34,,140,30
33,34,35,,140,30
34,35,36,,140,30
35,36,37,,140,30
36,37,38,,140,30
37,38,39,,140,30
38,39,40,,140,30
39,40,41,,140,30
40,41,42,,140,30
41,42,43,,140,30
42,43,44,,140,30
43,44,45,,140,30
44,45,46,,140,30
46,47,,,.36,7000
47,48,,,.36,7000
48,49,,,.36,7000
49,50,,,.36,7000
50,51,,,.36,7000
51,52,,,.36,7000
52,53,,,.36,7000
53,54,,,.36,7000
54,55,,,.36,7000
55,56,,,.36,7000
56,57,,,.36,7000
57,58,,,.36,7000
58,59,,,.36,7000
59,60,,,.36,7000
60,61,,,.36,7000
61,62,,,.36,7000
62,63,,,.36,7000
63,64,,,.36,7000
64,65,,,.36,7000
65,66,,,.36,7000
66,67,,,.36,7000
67,68,,,.36,7000
68,69,,,.36,7000
69,70,,,.36,7000
70,71,,,.36,7000
71,72,,,.36,7000
72,73,,,.36,7000
73,74,,,.36,7000
74,75,,,.36,7000
75,76,,,.36,7000
76,77,,,.36,7000
77,78,,,.36,7000
78,79,,,.36,7000
79,80,,,.36,7000
80,81,,,.29,7000
46,47,48,,123,80
47,48,49,,123,80
48,49,50,,123,80
49,50,51,,123,80
50,51,52,,123,80
51,52,53,,123,80
52,53,54,,123,80
53,54,55,,123,80
54,55,56,,123,80
55,56,57,,123,80
56,57,58,,123,80
57,58,59,,123,80
58,59,60,,123,80
59,60,61,,123,80
60,61,62,,123,80
61,62,63,,123,80
62,63,64,,123,80
63,64,65,,123,80
64,65,66,,123,80
65,66,67,,123,80
66,67,68,,123,80
67,68,69,,123,80
68,69,70,,123,80
69,70,71,,123,80
70,71,72,,123,80
71,72,73,,123,80
72,73,74,,123,80
73,74,75,,123,80
74,75,76,,123,80
75,76,77,,123,80
76,77,78,,123,80
77,78,79,,123,80
78,79,80,,123,80
79,80,81,,123,80
80,81,82,,127,110
46,47,48,49,-2.73,4.37,-.113,-3.638
47,48,49,50,-2.73,4.37,-.113,-3.638
48,49,50,51,-2.73,4.37,-.113,-3.638
49,50,51,52,-2.73,4.37,-.113,-3.638
50,51,52,53,-2.73,4.37,-.113,-3.638
51,52,53,54,-2.73,4.37,-.113,-3.638
52,53,54,55,-2.73,4.37,-.113,-3.638
53,54,55,56,-2.73,4.37,-.113,-3.638
54,55,56,57,-2.73,4.37,-.113,-3.638
55,56,57,58,-2.73,4.37,-.113,-3.638
56,57,58,59,-2.73,4.37,-.113,-3.638
57,58,59,60,-2.73,4.37,-.113,-3.638
58,59,60,61,-2.73,4.37,-.113,-3.638
59,60,61,62,-2.73,4.37,-.113,-3.638
60,61,62,63,-2.73,4.37,-.113,-3.638
61,62,63,64,-2.73,4.37,-.113,-3.638
62,63,64,65,-2.73,4.37,-.113,-3.638
63,64,65,66,-2.73,4.37,-.113,-3.638
64,65,66,67,-2.73,4.37,-.113,-3.638
65,66,67,68,-2.73,4.37,-.113,-3.638
66,67,68,69,-2.73,4.37,-.113,-3.638
67,68,69,70,-2.73,4.37,-.113,-3.638
68,69,70,71,-2.73,4.37,-.113,-3.638
69,70,71,72,-2.73,4.37,-.113,-3.638
70,71,72,73,-2.73,4.37,-.113,-3.638
71,72,73,74,-2.73,4.37,-.113,-3.638
72,73,74,75,-2.73,4.37,-.113,-3.638
73,74,75,76,-2.73,4.37,-.113,-3.638
74,75,76,77,-2.73,4.37,-.113,-3.638
75,76,77,78,-2.73,4.37,-.113,-3.638
76,77,78,79,-2.73,4.37,-.113,-3.638
77,78,79,80,-2.73,4.37,-.113,-3.638
45,46,,,.43,2000
44,45,46,,136,20
45,46,47,,168,20
