Index,Bead,Rel Position x,Rel Position y,Rel Position z
1,TP1,0,0,0
2,SN3r,0.10307337294603593,0.36955181300451473,0.1
3,SN3r,0.5226251859505506,0.5226251859505506,0.2
4,SN3r,0.9226251859505507,0.47262518595055064,0.30000000000000004
5,SN3r,1.2421769989550653,0.31955181300451474,0.4
6,SN3r,1.5250197114296844,0.08670910052989574,0.5
7,SN3r,1.7280930843757203,-0.282842712474619,0.6
8,SN3r,1.7280930843757203,-0.7328427124746191,0.7
9,SN3r,1.5250197114296846,-1.1023945254791339,0.7999999999999999
10,SN3r,1.2421769989550655,-1.335237237953753,0.8999999999999999
11,SN3r,0.9226251859505508,-1.4883106108997886,0.9999999999999999
12,TP1,0.5226251859505507,-1.5383106108997886,1.0999999999999999
