Index,Bead,Rel Position x,Rel Position y,Rel Position z, charge
1,P5,-0.5599858,-1.0051211,-0.5181961
2,P4,-0.5595091,-0.5725378,-0.5076926
3,Q1,-0.5553421,-0.27960587,-0.24809456,1
4,N3a,-0.16664189,-0.29156506,-0.41772914
5,P5,0.05619037,-0.17701757,-0.09803009
6,P4,-0.18349946,-0.1890527,0.051101923
7,N3a,-0.372535,0.071585536,0.071605206
8,SC4,-0.53491676,0.07356346,0.06753826
9,SC4,-0.2739603,0.22050285,0.1966753
10,SC4,-0.24237418,-0.516474,-0.032153368
11,SC4,-0.2416423,-0.724471,-0.06230426
12,SC4,-0.3870316,-0.63729155,-0.030086994
13,SC1,0.26364362,-0.16181827,0.031048775
14,SC2,0.41799808,0.035500288,-0.0920167
15,SC1,0.5492438,0.35350382,0.08937192
16,SN3a,0.84763753,0.047367573,-0.18015742
17,N3a,0.06775308,0.12272,0.38844895
18,SN1d,0.07230508,0.6958653,0.481014
19,SC2,0.29756808,0.50775874,0.3413844
20,N3a,0.5306983,0.695274,0.33300328
21,N3,0.86333454,0.6396824,0.7317946
22,SC1,0.16094923,0.2545854,0.23672843
23,SN3d,0.4099896,-0.07124281,0.21098232
24,N3a,0.07834065,0.31834567,-0.066527605
25,SC4,-0.093592405,0.19204938,-0.19925404
26,SC4,-0.21590978,0.25234675,-0.38541055
27,SC4,-0.22871494,0.14555097,-0.3930502
