Index,Bead,Rel Position x,Rel Position y,Rel Position z
1,TC1,-0.3,0,0
2,SN4A,0,0,0
3,SC1,0.4,0,0
4,TN3r,0.7,0,0
5,TC5,0.95,0,0
6,TC5,1.095,0.251147367,0
7,TC5,1.24,0,0
8,TN3r,1.46,0,0
9,TC5,1.68,0,0
10,TC5,1.825,0.251147367,0
11,TC5,1.97,0,0
12,TN3r,2.22,0,0
13,SC1,2.52,0,0
