Index,Bead,Rel Position x,Rel Position y,Rel Position z
1,TN3r,0,0,0
2,TC5,0.25,0,0
3,TC5,0.395,0.251147367,0
4,TC5,0.54,0,0
5,TN3r,0.76,0,0
6,TC5,0.98,0,0
7,TC5,1.125,0.251147367,0
8,TC5,1.27,0,0
9,TN3r,1.52,0,0
