Index,Bead,Rel Position x,Rel Position y,Rel Position z
1,C4,0.0,0.0,0.0
2,C4,0.282842712474619,0.33284271247461905,0.1
3,C4,0.7023945254791337,0.485916085420655,0.2
4,C4,1.1023945254791339,0.435916085420655,0.30000000000000004
5,C4,1.4219463384836486,0.2828427124746191,0.4
6,C4,1.7047890509582677,0.050000000000000114,0.5
7,C4,1.9078624239043036,-0.31955181300451463,0.6
8,C4,1.9078624239043036,-0.7695518130045147,0.7
9,C4,1.704789050958268,-1.1391036260090295,0.7999999999999999
10,C4,1.4219463384836488,-1.3719463384836486,0.8999999999999999
