Index,Bead,Rel Position x,Rel Position y,Rel Position z
1,N3a,0.0,0.0,0.0
2,C1,0.2571150438746158,-0.2564177772475912,0.1
3,N3a,0.10711504387461575,-0.6028279387613666,0.2
4,C1,-0.28680805733026754,-0.5833686676945947,0.30000000000000004
5,N3a,-0.40626732839704005,-0.1894455664897116,0.4
6,C1,-0.0598571668832645,0.060554433510288316,0.5
7,N3a,0.29656061036432707,-0.19656061036432707,0.6
8,C1,0.15975255303405989,-0.6224376586786906,0.7
9,N3a,-0.2902474469659401,-0.6224376586786908,0.7999999999999999
10,C1,-0.42705550429620837,-0.1965606103643277,0.8999999999999999
11,N3a,-0.07063772704861702,0.06055443351028807,0.9999999999999999
12,C1,0.27577243446515837,-0.18944556648971217,1.0999999999999999
13,N3a,0.15631316339838652,-0.5833686676945955,1.2
14,C1,-0.23760993780649664,-0.6028279387613684,1.3
15,N3a,-0.3876099378064967,-0.25641777724759285,1.4000000000000001
16,C1,-0.1304948939318814,-1.2351231148954867e-15,1.5000000000000002
17,N3a,0.1953821543824824,-0.1368080573302676,1.6000000000000003
18,C1,0.1953821543824827,-0.4868080573302676,1.7000000000000004
19,N3a,-0.1304948939318809,-0.6236161146605345,1.8000000000000005
20,C1,-0.3876099378064977,-0.36719833741294416,1.9000000000000006
21,N3a,-0.23760993780649825,-0.020788175899168346,2.0000000000000004
22,C1,0.15631316339838472,-0.04024744696594068,2.1000000000000005
23,N3a,0.2757724344651572,-0.4341705481708237,2.2000000000000006
24,C1,-0.07063772704861847,-0.6841705481708233,2.3000000000000007
25,N3a,-0.4270555042962107,-0.42705550429620875,2.400000000000001
26,C1,-0.29024744696594373,-0.001178455981845114,2.500000000000001
27,N3a,0.15975255303405628,-0.0011784559818422966,2.600000000000001
28,C1,0.29656061036432557,-0.42705550429620504,2.700000000000001
29,N3a,-0.05985716688326505,-0.6841705481708216,2.800000000000001
30,C1,-0.4062673283970409,-0.4341705481708216,2.9000000000000012
31,N3a,-0.286808057330268,-0.040247446965938335,3.0000000000000013
32,C1,0.10711504387461511,-0.02078817589916497,3.1000000000000014
33,N3a,0.2571150438746155,-0.3671983374129403,3.2000000000000015
34,C1,1.6278529404877192e-15,-0.623616114660533,3.3000000000000016
35,N3a,-0.32587704831436226,-0.4868080573302668,3.4000000000000017
36,C1,-0.3258770483143628,-0.13680805733026674,3.5000000000000018
37,N3a,5.967448757360216e-16,5.584051009770896e-16,3.600000000000002
38,C1,0.2571150438746153,-0.25641777724759135,3.700000000000002
39,N3a,0.10711504387461614,-0.6028279387613671,3.800000000000002
40,C1,-0.28680805733026754,-0.5833686676945979,3.900000000000002
41,N3a,-0.406267328397039,-0.18944556648971494,4.000000000000002
42,C1,-0.0598571668832641,0.06055443351028618,4.100000000000001
43,N3a,0.29656061036432924,-0.19656061036432682,4.200000000000001
44,C1,0.15975255303406186,-0.62243765867869,4.300000000000001
45,N3a,-0.2902474469659382,-0.6224376586786916,4.4
46,C1,-0.4270555042962067,-0.19656061036432848,4.5
47,N3a,-0.07063772704861719,0.060554433510289205,4.6
48,C1,0.2757724344651579,-0.18944556648971161,4.699999999999999
49,N3a,0.1563131633983868,-0.5833686676945955,4.799999999999999
50,C1,-0.2376099378064959,-0.6028279387613705,4.899999999999999
51,N3a,-0.3876099378064953,-0.2564177772475945,4.999999999999998
52,C1,-0.1304948939318807,-2.456368441983159e-15,5.099999999999998
53,N3a,0.1953821543824828,-0.1368080573302696,5.1999999999999975
54,C1,0.19538215438248777,-0.4868080573302696,5.299999999999997
55,N3a,-0.13049489393187602,-0.623616114660536,5.399999999999997
56,C1,-0.3876099378064944,-0.3671983374129471,5.4999999999999964
57,N3a,-0.23760993780649675,-0.0207881758991707,5.599999999999996
58,C1,0.15631316339838686,-0.040247446965940986,5.699999999999996
59,N3a,0.27577243446516003,-0.43417054817082373,5.799999999999995
60,C1,-0.07063772704861478,-0.684170548170824,5.899999999999995
61,N3a,-0.4270555042962092,-0.42705550429621225,5.999999999999995
62,C1,-0.2902474469659407,-0.0011784559818493884,6.099999999999994
63,N3a,0.15975255303405933,-0.0011784559818461301,6.199999999999994
64,C1,0.29656061036432935,-0.42705550429620864,6.299999999999994
65,N3a,-0.059857166883260884,-0.684170548170826,6.399999999999993
66,C1,-0.4062673283970367,-0.43417054817082673,6.499999999999993
67,N3a,-0.28680805733026454,-0.04024744696594322,6.5999999999999925
68,C1,0.10711504387461775,-0.020788175899166386,6.699999999999992
69,N3a,0.25711504387461626,-0.36719833741294283,6.799999999999992
70,C1,2.4391198390033375e-15,-0.623616114660536,6.8999999999999915
71,N3a,-0.3258770483143617,-0.48680805733027066,6.999999999999991
72,C1,-0.32587704831436287,-0.13680805733027063,7.099999999999991
73,N3a,3.191891195797325e-16,-3.1267312502391763e-15,7.19999999999999
74,C1,0.25711504387461576,-0.25641777724759457,7.29999999999999
75,N3a,0.10711504387461966,-0.602827938761372,7.39999999999999
76,C1,-0.2868080573302626,-0.5833686676945979,7.499999999999989
77,N3a,-0.4062673283970375,-0.18944556648971536,7.599999999999989
78,C1,-0.05985716688326345,0.060554433510286346,7.699999999999989
79,N3a,0.2965606103643285,-0.19656061036432862,7.799999999999988
80,C1,0.15975255303406685,-0.622437658678694,7.899999999999988
81,N3a,-0.2902474469659332,-0.622437658678694,7.999999999999988
82,C1,-0.4270555042962001,-0.1965606103643302,8.099999999999987
83,N3a,-0.07063772704861103,0.06055443351028774,8.199999999999987
84,C1,0.2757724344651656,-0.18944556648971006,8.299999999999986
85,N3a,0.15631316339838952,-0.5833686676945928,8.399999999999986
86,C1,-0.23760993780649303,-0.6028279387613713,8.499999999999986
87,N3a,-0.38760993780649305,-0.2564177772475951,8.599999999999985
88,C1,-0.13049489393187572,-4.454769886308441e-15,8.699999999999985
89,SN3r,-0.13049489393187572,-4.454769886308441e-15,9.179999999999986
90,SN3r,0.1266201499427401,-0.2564177772475956,9.279999999999985
91,SN3r,-0.023379850057259968,-0.6028279387613711,9.379999999999985
92,SN3r,-0.41730295126214323,-0.5833686676945992,9.479999999999984
93,SN3r,-0.5367622223289158,-0.18944556648971603,9.579999999999984
94,SN3r,-0.19035206081514025,0.060554433510283875,9.679999999999984
95,SN3r,0.16606571643245133,-0.1965606103643315,9.779999999999983
96,SN3r,0.029257659102184138,-0.622437658678695,9.879999999999983
97,SN3r,-0.42074234089781587,-0.6224376586786953,9.979999999999983
98,SN3r,-0.557550398228084,-0.19656061036433214,10.079999999999982
99,SN3r,-0.20113262098049273,0.060554433510283626,10.179999999999982
100,SN3r,0.14527754053328265,-0.1894455664897166,10.279999999999982
101,SN3r,0.02581826946651082,-0.5833686676945999,10.379999999999981
102,SN3r,-0.36810483173837233,-0.6028279387613729,10.47999999999998
103,SN3r,-0.5181048317383723,-0.2564177772475973,10.57999999999998
104,SN3r,-0.260989787863757,-5.676015213396113e-15,10.67999999999998
105,SN3r,0.06488726045060682,-0.13680805733027204,10.77999999999998
106,SN3r,0.06488726045060711,-0.48680805733027205,10.87999999999998
107,SN3r,-0.2609897878637565,-0.6236161146605389,10.979999999999979
108,SN3r,-0.5181048317383733,-0.3671983374129486,11.079999999999979
109,SN3r,-0.3681048317383738,-0.020788175899172787,11.179999999999978
110,SN3r,0.025818269466509145,-0.04024744696594512,11.279999999999978
111,SN3r,0.14527754053328162,-0.4341705481708281,11.379999999999978
112,SN3r,-0.20113262098049403,-0.6841705481708278,11.479999999999977
113,SN3r,-0.5575503982280863,-0.4270555042962132,11.579999999999977
114,SN3r,-0.42074234089781926,-0.001178455981849555,11.679999999999977
115,SN3r,0.02925765910218077,-0.0011784559818467375,11.779999999999976
116,SN3r,0.16606571643245002,-0.4270555042962095,11.879999999999976
117,SN3r,-0.1903520608151406,-0.684170548170826,11.979999999999976
118,SN3r,-0.5367622223289163,-0.43417054817082606,12.079999999999975
119,SN3r,-0.4173029512621435,-0.040247446965942776,12.179999999999975
120,SN3r,-0.023379850057260412,-0.02078817589916941,12.279999999999974
121,SN3r,0.12662014994273996,-0.3671983374129447,12.379999999999974
122,SN3r,-0.13049489393187388,-0.6236161146605375,12.479999999999974
123,SN3r,-0.4563719422462377,-0.4868080573302712,12.579999999999973
