Index,Bead,Rel Position x,Rel Position y,Rel Position z
1,TC5,0,0,0
2,TC5,0.145,0.251147367,0
3,TC5,0.29,0,0
4,TN3r,0.51,0,0
5,TC5,0.73,0,0
6,TC5,0.875,0.251147367,0
7,TC5,1.02,0,0
