Index,Bead,Rel Position x,Rel Position y,Rel Position z
1,C4,0.0,0.0,0.0
2,C4,0.28284271247461906,-0.23284271247461902,0.1
3,C4,0.17976933952858337,-0.6023945254791339,0.2
4,C4,-0.22023066047141665,-0.652394525479134,0.30000000000000004
5,C4,-0.4233040334174525,-0.28284271247461923,0.4
6,C4,-0.14046132094283384,0.050000000000000114,0.5
7,C4,0.2790904920616812,-0.10307337294603515,0.6
8,C4,0.27909049206168135,-0.5530733729460352,0.7
9,C4,-0.1404613209428332,-0.7061467458920714,0.7999999999999999
10,C4,-0.42330403341745215,-0.3733040334174523,0.8999999999999999
11,C4,-0.22023066047141626,-0.0037522204129374235,0.9999999999999999
12,C4,0.1797693395285838,-0.053752220412936494,1.0999999999999999
13,C4,0.28284271247462006,-0.423304033417451,1.2
14,C4,1.9000276551238664e-15,-0.6561467458920709,1.3
15,C4,-0.3195518130045129,-0.5030733729460349,1.4000000000000001
