Index,Bead,Rel Position x,Rel Position y,Rel Position z, charge
1,Q1,0.596,0.518,2.453,1
2,Q5,0.413,0.591,2.167,-1
3,SN4a,0.525,0.626,1.829
4,N4a,0.749,0.434,1.795
5,C1,0.428,0.686,1.448
6,C1,0.395,0.491,1.197
7,C1,0.389,0.565,0.899
8,C1,0.423,0.497,0.555
9,C1,0.944,0.505,1.503
10,C1,0.906,0.476,1.192
11,C1,0.899,0.567,0.905
12,C1,0.921,0.637,0.557
