Index,Bead,Rel Position x,Rel Position y,Rel Position z
1,N3,-4.302389254749468,-4.368982021776739,0.9310883760218154,0
2,N3,-4.480560158350878,-3.8979153261885147,1.047408595062951,0
3,N3,-4.725624398842556,-3.652643335918048,0.9626369097104481,0
4,N3,-4.370787089626392,-3.1345842705884452,0.8614811419168765,0
5,N3,-4.295211157582299,-2.3936448262318812,0.9144193246564626,0
6,N3,-4.374050380799299,-1.9840489031618413,0.7354775450267823,0
7,N3,-4.696747652154795,-1.7384627533054058,1.0849465658353863,0
8,N3,-4.31949133581621,-1.3980396450617623,0.7750424165433805,0
9,N3,-4.65123438165186,-0.8642608315194875,0.9060125237267039,0
10,N3,-4.428817795905654,-0.12907651660011865,0.9185702852664184,0
11,N3,-4.4707143552098465,0.07376626819523524,0.7297246922508068,0
12,N3,-4.386822059062905,0.8419058528469836,1.1017830925095184,0
13,N3,-4.598268504137927,1.3425672607404584,1.0130123088449714,0
14,N3,-4.413463960852804,1.5278780010884054,1.0657619908668063,0
15,N3,-4.420739627285683,2.081270720789243,0.881724903614945,0
16,N3,-4.643205217435586,2.6410430941380696,1.1239654618237098,0
17,N3,-4.675165801507031,3.261082379012872,0.7680204074050442,0
18,N3,-4.466433387413554,3.3297862069632194,0.844595613635204,0
19,N3,-4.305034367222495,4.121852958505381,0.9946270664863239,0
20,N3,-4.295694905986528,4.524756046684243,1.089418987225551,0
21,N3,-3.8650217537607547,-4.267955462354756,1.0258238299492308,0
22,N3,-3.9359771087906674,-4.25946957613326,1.0511156586218373,0
23,N3,-4.185429149352188,-3.6792711621676912,0.8881277850504483,0
24,N3,-4.130534288148577,-3.0748019315864057,0.8011676801734966,0
25,N3,-3.963804345585381,-2.7320329742875145,0.9369774697354836,0
26,N3,-3.893669532554154,-2.3591713549415827,1.1359776846307088,0
27,N3,-3.9803942527461116,-1.7379754970771837,1.082236839756622,0
28,N3,-3.9780712727597005,-1.3513323261270456,1.0911823501303781,0
29,N3,-4.008559311311717,-0.7533190757299125,0.8312870714399048,0
30,N3,-3.8262819292598733,-0.18332187171625114,1.1338857798508972,0
31,N3,-3.8494782421332405,0.07740333518104789,0.7700598238303649,0
32,N3,-4.135602600140462,0.8705486469128229,1.0333061940880237,0
33,Q5,-3.83702461367995,1.1938101743265856,0.7940434646013053,-1
34,N3,-4.2221393284206155,1.6207936632759168,1.0126278339072072,0
35,N3,-3.7992231893456094,1.9630981548292041,1.1459214131108726,0
36,N3,-3.9602546122244466,2.5898529772356467,1.1080073699630397,0
37,N3,-3.797726943941624,3.2009555648561516,0.8016054834638073,0
38,N3,-4.164309680438569,3.54769241841329,0.797373399340102,0
39,N3,-3.8047646869308767,4.222079505099422,0.8741072515506577,0
40,N3,-3.990775351751194,4.624699701971351,0.799667681761971,0
41,N3,-3.5230864618264097,-4.394065707411355,0.9919905285108476,0
42,N3,-3.7114665883438196,-4.01640466767667,1.1311937967778924,0
43,N3,-3.5578778970530323,-3.476646075471484,1.0965148350013896,0
44,N3,-3.6267698744518335,-3.2619445229026205,0.7528377213990013,0
45,N3,-3.366776561046174,-2.646409193290389,1.0600140958215578,0
46,N3,-3.716208338592234,-2.223473847486833,0.8840968795247024,0
47,N3,-3.520521946736446,-1.6258713492162944,0.878661766783427,0
48,N3,-3.768242813481717,-1.3732277595453646,0.8633794562692206,0
49,N3,-3.736834938622896,-0.5013063282458136,0.9878445042145523,0
50,N3,-3.3250455647617807,-0.04273105530108673,1.0774944698464135,0
51,N3,-3.656631534357945,0.21296276936497294,0.7608741524119482,0
52,N3,-3.505495142953227,0.9406912302958628,1.0742928425939713,0
53,N3,-3.6546281608304114,1.0574074871609178,0.832926844649048,0
54,N3,-3.5134781765536056,1.4518835596983188,0.8086046044350464,0
55,N3,-3.4908866157740976,2.259524671533177,0.8141239111681309,0
56,N3,-3.4746210242171323,2.708009430698016,0.7683516666497858,0
57,N3,-3.48284347589993,3.074307198573014,1.0920335062471667,0
58,N3,-3.3373204150735933,3.6431041000870676,0.7202017084124759,0
59,N3,-3.4205666956185126,3.889904762457578,0.9003099923803874,0
60,N3,-3.4252055117536973,4.699331620438292,1.0296613414344582,0
61,N3,-2.995149283369595,-4.700798964546978,1.1655817698631572,0
62,N3,-3.069100409000471,-3.9006344278214455,0.7357278194107068,0
63,N3,-3.0371920446424587,-3.505261263765236,0.8632618899526613,0
64,N3,-3.131809297123786,-3.0938854994181106,1.0110224848039846,0
65,N3,-3.1692240841166344,-2.680193125840325,1.025173176927305,0
66,N3,-3.211814566001601,-1.938890156946737,0.9412137251111903,0
67,N3,-3.3067450679795307,-1.664725214185997,0.8145000617460771,0
68,N3,-3.2006686396976267,-1.0141708143360908,1.1173655979760997,0
69,N3,-3.205353529816725,-0.5179799301718483,1.0572235830698173,0
70,N3,-2.9120209493289377,-0.36917479266106157,0.7876437352664865,0
71,N3,-3.30183906274692,0.31150019679244273,0.9687795748037955,0
72,N3,-3.019115045306494,0.5344457305734291,0.9059959917315291,0
73,N3,-3.20948779558441,1.0616114673729773,1.064300225877922,0
74,N3,-2.9841082239858134,1.696101470500023,1.0134098317756204,0
75,N3,-3.269227211606972,2.1187429828871167,0.9023017817239913,0
76,N3,-2.9874290600916917,2.5482795187550407,1.1617448728489685,0
77,N3,-3.1296322952769926,3.0072870774065312,0.7939400391165337,0
78,N3,-3.0147744144417064,3.3764020814773734,0.9985878087161664,0
79,N3,-2.9023073779593136,3.897722810250929,0.8076882621997747,0
80,N3,-3.1558159181577627,4.619611317331261,0.7587218746108104,0
81,N3,-2.6916923635675163,-4.6431532494084,0.7578168265399728,0
82,N3,-2.4681601192230063,-4.056598763942516,1.0254103065969542,0
83,N3,-2.744580597710952,-3.5307772777413033,0.920675387740852,0
84,N3,-2.661750090119451,-3.196464043004788,0.9904067752515585,0
85,N3,-2.5191004844767715,-2.581786757286334,0.8989819810286923,0
86,N3,-2.8020133126834748,-2.224114222505443,1.0261365278466361,0
87,N3,-2.4845146974851318,-1.6725890664980287,0.9856332026828261,0
88,N3,-2.6591792114112693,-1.3359695003050631,0.9289762639669528,0
89,N3,-2.461246684603071,-0.8052623246781611,0.7989934048881191,0
90,N3,-2.8239036693308504,-0.21528217050690004,1.0247315146946883,0
91,N3,-2.7687750936216577,0.29177468520604044,0.8981693720634025,0
92,N3,-2.83225408490514,0.8536064387964675,0.7054001527327259,0
93,N3,-2.6349352915013786,1.33100627654573,1.0630647361403078,0
94,N3,-2.778662775006919,1.6063514621994082,1.032766535940171,0
95,N3,-2.5806543509679702,2.278070176552822,1.147913715420547,0
96,N3,-2.3710449716361395,2.3730016170298556,0.983351391644974,0
97,N3,-2.795178785490098,2.8746636211771026,1.1484757302430606,0
98,N3,-2.4078006250513155,3.776528704482967,0.9151971399456401,0
99,N3,-2.62823911106994,4.235317363572867,0.8021353883265676,0
100,N3,-2.3825439790832608,4.305201546695262,1.1337144975881601,0
101,N3,-1.9138215106444423,-4.319374153347855,0.9654141532857006,0
102,N3,-2.0421162336931427,-3.892846062563278,1.0648948961498965,0
103,N3,-1.9940702624830526,-3.542510201041552,0.8679024408399012,0
104,N3,-2.082327790304687,-3.3019756714468653,0.8757709698804171,0
105,N3,-2.349543193300117,-2.462054923725154,1.1001927541763428,0
106,N3,-2.1350403688591486,-2.2889895842614503,1.0229087403902308,0
107,N3,-2.31809515516801,-1.7269764666382705,0.8227583987445755,0
108,N3,-2.3109534555874456,-1.3305645446540673,0.8158550009817228,0
109,N3,-2.351902232318246,-0.6894874280140126,0.7933448976663235,0
110,N3,-2.196746180615976,-0.276362516356341,1.0327372729584985,0
111,N3,-2.0409909473169106,0.28375568181094707,0.961904087727843,0
112,N3,-1.9699778463300337,0.6095305581659446,1.050572700146625,0
113,N3,-2.058529569604114,1.1893261222917368,0.8299849487436171,0
114,N3,-2.2961611292169075,1.6181777516147031,1.0988814938165694,0
115,N3,-1.9671655826250782,2.1134696280218566,1.1531394456087845,0
116,N3,-2.1239682228076227,2.4517503481470486,0.8741953389696764,0
117,N3,-2.1265232410989063,2.8947410776261018,0.9105820322636435,0
118,N3,-2.0849601358974463,3.405099304409845,0.8916120394716913,0
119,N3,-2.050517398722214,4.213394245615472,0.9306488634605157,0
120,N3,-2.1238871592657524,4.356670454903078,0.9032152212953924,0
121,N3,-1.8204071143469507,-4.34975217092358,0.9613663595579653,0
122,N3,-1.5565247149301888,-3.7914068088914417,0.797522154162267,0
123,N3,-1.7904042729441767,-3.6946335436901183,0.8544219761207503,0
124,N3,-1.5134634179604092,-2.8865471261027573,0.73665551079921,0
125,N3,-1.8579442280082836,-2.786097104874134,0.7991798207525393,0
126,N3,-1.5369499524583607,-1.9309937754721065,1.0493728097122021,0
127,N3,-1.4428312873233744,-1.5048499022558741,1.092962034532682,0
128,N3,-1.8588433082550193,-1.3182325201409868,0.7908049788529947,0
129,N3,-1.529535313362185,-0.5741167507888263,0.872523412206061,0
130,N3,-1.5098839903402381,-0.36042945460827225,0.8181491490518362,0
131,N3,-1.6352338061787086,0.21131825946053606,1.0284748236355723,0
132,N3,-1.8585320774578393,0.6424641091693388,0.944733265655864,0
133,N3,-1.5920726211422644,1.296388165578236,0.8445283654711208,0
134,N3,-1.4641724977544934,1.8274495419308716,0.8712668878487912,0
135,N3,-1.7428456630110905,1.979121385635552,1.0404803269898237,0
136,N3,-1.563891049098974,2.47781448713861,0.854636271407981,0
137,N3,-1.5141871987815012,2.9304638007795942,0.8808092097485444,0
138,N3,-1.8667404945842796,3.759920755633294,0.7766410149947737,0
139,N3,-1.57715235703887,3.7927613198885295,1.1700836762171842,0
140,N3,-1.5826629988998877,4.3248646647778495,0.8586252596433281,0
