Index,Bead,Rel Position x,Rel Position y,Rel Position z
1,P2,0.0,0.0,0.0
2,C1,0.28991378028648446,0.34116378028648453,0.1025
3,P2,0.7199543886161119,0.4980639875561713,0.205
4,C1,1.1299543886161119,0.4468139875561713,0.3075
5,P2,1.4574949969457394,0.2899137802864845,0.41
6,C1,1.747408777232224,0.05125000000000005,0.5125
7,P2,1.9555589845019108,-0.32754060832962745,0.615
8,C1,1.9555589845019108,-0.7887906083296274,0.7175
9,P2,1.7474087772322242,-1.1675812166592552,0.8200000000000001
10,C1,1.4574949969457398,-1.4062449969457398,0.9225000000000001
11,SN3r,1.4574949969457398,-1.4062449969457398,1.4025
12,SN3r,1.7403377094203587,-1.0734022844711206,1.5025000000000002
13,SN3r,2.1598895224248733,-0.9203289115250847,1.6025000000000003
14,SN3r,2.559889522424873,-0.9703289115250847,1.7025000000000003
15,SN3r,2.879441335429388,-1.1234022844711207,1.8025000000000004
16,SN3r,3.162284047904007,-1.3562449969457397,1.9025000000000005
17,SN3r,3.3653574208500427,-1.7257968099502545,2.0025000000000004
18,SN3r,3.3653574208500427,-2.1757968099502545,2.1025000000000005
19,SN3r,3.162284047904007,-2.5453486229547693,2.2025000000000006
20,SN3r,2.879441335429388,-2.7781913354293883,2.3025000000000007
21,TP1,2.559889522424873,-2.931264708375424,2.4025000000000007
