Index,Bead,Rel Position x,Rel Position y,Rel Position z
0,TN3r,0,0,0
1,TC5,0.25,0,0
2,TC5,0.395,0.251147367,0
3,TC5,0.54,0,0
4,TN3r,0.76,0,0
5,TC5,0.98,0,0
6,TC5,1.125,0.251147367,0
7,TC5,1.27,0,0
8,TN3r,1.52,0,0
