Index,Bead,Rel Position x,Rel Position y,Rel Position z
0,TC1,0,0,0
1,SN4a,0.3,0,0
2,SC1,0.7,0,0
3,TN3r,1.0,0,0
4,TC5,1.25,0,0
5,TC5,1.395,0.251147367,0
6,TC5,1.54,0,0
7,TN3r,1.76,0,0
8,TC5,1.98,0,0
9,TC5,2.125,0.251147367,0
10,TC5,2.27,0,0
11,TN3r,2.52,0,0
12,SC1,2.82,0,0
